ID_encuesta,Relacion_MarNCP,Ocu_agrupado,Encuestador,Sitio,Residencia_costa,Distancia_residenciaKm,Edad,Genero,Ingresos,Integrantes_familia,Nota_conocimiento,Participacion_avistamiento,AmbOrigen,Ambiente_bienestar,Ambiente,Agrado,Desagrado,Frec_visita,Frec_infancia,Conoce_especie,Especie,Nombre_especie,Beneficio_sp_amb,FrecPercibida,Origen,Ingreso_percap,AgradoCH,DesagradoCH,Conoce_nombre,Conoce_origen
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaNat,4,6,0.04,0,1,Pele,GAVIOTA,NA,NA,Marino,566666.6666666666,Simbolismo,NA,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaNat,4,6,0.04,0,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,566666.6666666666,Simbolismo,NA,0,0
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaNat,4,6,0.04,0,1,Turdus,NO SABE,7,4,Terrestre,566666.6666666666,Simbolismo,NA,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaNat,4,6,0.04,0,1,Zonotrichia,NO SABE,NA,NA,Terrestre,566666.6666666666,Simbolismo,NA,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,1,Larus,PELICANO,NA,NA,Marino,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,1,Columba,PALOMA,NA,NA,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,1,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,1,Pele,GAVIOTA,NA,NA,Marino,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,0,Phalacrocorax,NO SABE,7,5,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,0
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,1,Turdus,NO SABE,NA,NA,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,PlayaInt,4,5,1,0,1,Zonotrichia,NO SABE,NA,NA,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,1,Larus,PELICANO,7,7,Marino,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,1,Columba,PALOMA,3,2,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,1,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,1,Pele,GAVIOTA,NA,NA,Marino,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,0,Phalacrocorax,NO SABE,7,5,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,0
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,1,Turdus,NO SABE,NA,4,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaNat,4,5,0.04,0,1,Zonotrichia,NO SABE,7,4,Terrestre,566666.6666666666,Simbolismo,Nada le desagrada,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,1,Larus,PELICANO,NA,NA,Marino,566666.6666666666,Familiaridad,Familiaridad,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,1,Columba,PALOMA,NA,NA,Terrestre,566666.6666666666,Familiaridad,Familiaridad,1,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,1,Pele,GAVIOTA,7,7,Marino,566666.6666666666,Familiaridad,Familiaridad,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,566666.6666666666,Familiaridad,Familiaridad,0,0
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,1,Turdus,NO SABE,NA,NA,Terrestre,566666.6666666666,Familiaridad,Familiaridad,0,1
CB751992,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,GIORGIA,PLAZA RECREO,Reside en la costa,0.6666666666666666,27,Femenino,3400000,6,1,0,VERDE,7,RocaInt,3,3,0.01,-1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,566666.6666666666,Familiaridad,Familiaridad,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,1,Larus,GAVIOTA,6,6,Marino,250000,Comportamiento,Comportamiento,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,1,Columba,PALOMA,NA,NA,NA,250000,Comportamiento,Comportamiento,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,1,Pele,PELICANO,1,0,Marino,250000,Comportamiento,Comportamiento,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,1,Phalacrocorax,PATO NEGRO,NA,NA,Marino,250000,Comportamiento,Comportamiento,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,0,Turdus,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Comportamiento,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Verde,2,2,1,-1,0,Zonotrichia,GORRION,NA,NA,Terrestre,250000,Comportamiento,Comportamiento,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Columba,PALOMA,NA,NA,NA,250000,Comportamiento,Nada le desagrada,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Pele,PELICANO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Phalacrocorax,PATO NEGRO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,0,Turdus,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,0,Zonotrichia,GORRION,6,7,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,1,Columba,PALOMA,7,6,NA,250000,Comportamiento,Nada le desagrada,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,1,Pele,PELICANO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,1,Phalacrocorax,PATO NEGRO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,0,Turdus,NO SABE,7,5,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,0,Zonotrichia,GORRION,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,1,Columba,PALOMA,NA,NA,NA,250000,Comportamiento,Nada le desagrada,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,1,Pele,PELICANO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,1,Phalacrocorax,PATO NEGRO,7,5,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,0,Turdus,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,5,PlayaInt,2,5,1,0,0,Zonotrichia,GORRION,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Larus,GAVIOTA,7,7,Marino,250000,Familiaridad,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Columba,PALOMA,5,5,NA,250000,Familiaridad,Nada le desagrada,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Pele,PELICANO,NA,NA,Marino,250000,Familiaridad,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Phalacrocorax,PATO NEGRO,7,7,Marino,250000,Familiaridad,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,0,Turdus,NO SABE,NA,6,Terrestre,250000,Familiaridad,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,0,Zonotrichia,GORRION,6,4,Terrestre,250000,Familiaridad,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,1,Columba,PALOMA,NA,NA,NA,250000,Comportamiento,Nada le desagrada,1,0
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,1,Pele,PELICANO,7,7,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,1,Phalacrocorax,PATO NEGRO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,0,Turdus,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
PG130858,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,CLUB YATES,No reside en la costa,0.058823529411764705,61,Masculino,1000000,4,3,0,ROCA INTERVENIDA,7,RocaInt,2,5,1,-1,0,Zonotrichia,GORRION,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Larus,NO,NA,NA,Marino,75000,Simbolismo,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Columba,PALOMA,3,7,Terrestre,75000,Simbolismo,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Pele,PELICANO,1,0,Marino,75000,Simbolismo,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Phalacrocorax,NO SABE,6,7,Terrestre,75000,Simbolismo,Nada le desagrada,0,0
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Turdus,NO SABE,NA,NA,Terrestre,75000,Simbolismo,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,Verde,4,5,0.25,-1,1,Zonotrichia,NO SABE,7,7,Terrestre,75000,Simbolismo,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Larus,NO,NA,NA,Marino,75000,Familiaridad,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Columba,PALOMA,NA,NA,Terrestre,75000,Familiaridad,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Pele,PELICANO,1,0,Marino,75000,Familiaridad,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Phalacrocorax,NO SABE,NA,NA,Terrestre,75000,Familiaridad,Nada le desagrada,0,0
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Turdus,NO SABE,NA,NA,Terrestre,75000,Familiaridad,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,5,Urbano,3,5,1,0,1,Zonotrichia,NO SABE,7,7,Terrestre,75000,Familiaridad,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Larus,NO,NA,NA,Marino,75000,Comportamiento,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Columba,PALOMA,3,6,Terrestre,75000,Comportamiento,Comportamiento,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Pele,PELICANO,NA,NA,Marino,75000,Comportamiento,Comportamiento,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Phalacrocorax,NO SABE,NA,NA,Terrestre,75000,Comportamiento,Comportamiento,0,0
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Turdus,NO SABE,5,3,Terrestre,75000,Comportamiento,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaNat,2,2,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,75000,Comportamiento,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Larus,NO,7,7,Marino,75000,Familiaridad,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Columba,PALOMA,NA,NA,Terrestre,75000,Familiaridad,Comportamiento,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Pele,PELICANO,NA,NA,Marino,75000,Familiaridad,Comportamiento,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Phalacrocorax,NO SABE,NA,NA,Terrestre,75000,Familiaridad,Comportamiento,0,0
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Turdus,NO SABE,NA,NA,Terrestre,75000,Familiaridad,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,PlayaInt,3,2,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,75000,Familiaridad,Comportamiento,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Larus,NO,7,7,Marino,75000,Comportamiento,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,75000,Comportamiento,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Pele,PELICANO,NA,NA,Marino,75000,Comportamiento,Nada le desagrada,1,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Phalacrocorax,NO SABE,3,2,Terrestre,75000,Comportamiento,Nada le desagrada,0,0
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Turdus,NO SABE,6,5,Terrestre,75000,Comportamiento,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,7,RocaNat,2,5,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,75000,Comportamiento,Nada le desagrada,0,1
DD21011994,NO MATERIAL- Exp. físicas y psicológicas,Independiente,GIORGIA,LAGHU YOGA,Reside en la costa,0.5,25,Femenino,150000,2,2,0,URBANO,4,RocaInt,2,2,0.01,-1,1,Larus,NO,NA,NA,Marino,75000,Comportamiento,Comportamiento,0,1
